activator,blocker,gate,n_patients,tumor_q10,tumor_median,tumor_mean,benign_prostate_median,benign_prostate_worst,worst_healthy_all,worst_healthy_all_tissue,worst_healthy_all_celltype,worst_healthy_xprostate,worst_xp_tissue,worst_xp_celltype,malignant_vs_benign,selectivity_xprostate
KLK2,CD70,NOT,18,0.9742590308189392,0.9846518,0.98429805,0.4296654,0.91555554,0.3375734,prostate gland,macrophage,0.12068965,testis,male germ cell,0.5549864,0.8639622
KLK2,SLC34A1,NOT,18,0.975737202167511,0.9866453,0.9867274,0.42985106,0.91555554,0.35518593,prostate gland,macrophage,0.12931034,testis,male germ cell,0.5567942,0.857335
KLK2,CEACAM5,NOT,18,0.9673518419265748,0.9858092,0.9839197,0.42688036,0.91555554,0.3561644,prostate gland,macrophage,0.12931034,testis,male germ cell,0.55892885,0.85649884
KLK2,MSLN,NOT,18,0.9619587361812592,0.98420584,0.9825164,0.40093517,0.9111111,0.34931508,prostate gland,macrophage,0.12931034,testis,male germ cell,0.58327067,0.8548955
KLK2,FOLR1,NOT,18,0.973122525215149,0.98327744,0.98369724,0.41648978,0.91555554,0.35225052,prostate gland,macrophage,0.12931034,testis,male germ cell,0.56678766,0.8539671
KLK3,CEACAM5,NOT,18,0.9638620674610138,0.98709625,0.98450255,0.43664092,0.8844444,0.5489237,prostate gland,macrophage,0.13422473,exocrine gland,duct epithelial cell,0.55045533,0.85287154
KLK2,GRPR,NOT,18,0.943013209104538,0.97691196,0.969473,0.42985106,0.90666664,0.35420746,prostate gland,macrophage,0.12931034,testis,male germ cell,0.5470609,0.84760165
KLK2,DLL3,NOT,18,0.9256756544113159,0.967374,0.9564848,0.4296654,0.8622222,0.35518593,prostate gland,macrophage,0.12820514,eye,adipocyte,0.53770864,0.8391689
KLK2,CDH16,NOT,18,0.975737202167511,0.9866453,0.9866558,0.42929405,0.91555554,0.35518593,prostate gland,macrophage,0.15384616,eye,adipocyte,0.55735123,0.83279914
KLK3,CDH16,NOT,18,0.9684430658817291,0.99048644,0.9872693,0.43661684,0.8844444,0.54990214,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,0.5538696,0.82773477
KLK3,SLC34A1,NOT,18,0.9684430658817291,0.99048644,0.9873409,0.4415292,0.8844444,0.54990214,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,0.5489572,0.82773477
KLK3,FOLR1,NOT,18,0.9591165900230407,0.9878027,0.9843108,0.43256992,0.8844444,0.5440313,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,0.55523276,0.825051
KLK3,CD70,NOT,18,0.9684430658817291,0.98709625,0.9849118,0.4415292,0.8844444,0.52250487,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,0.54556704,0.8243446
KLK3,MSLN,NOT,18,0.9684430658817291,0.98198724,0.98313004,0.43606156,0.8844444,0.54109585,prostate gland,macrophage,0.16107382,large intestine,large intestine goblet cell,0.5459257,0.82091343
KLK3,GRPR,NOT,18,0.9441621422767639,0.97035575,0.9700864,0.4415292,0.8755555,0.5479452,prostate gland,macrophage,0.16107382,large intestine,large intestine goblet cell,0.52882653,0.80928195
KLK3,DLL3,NOT,18,0.9256756544113159,0.97012264,0.9570984,0.43815652,0.8311111,0.5479452,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,0.5319661,0.80737096
KLK3,MUC1,NOT,18,0.6071404874324798,0.8772894,0.83570594,0.33385417,0.8666666,0.52641875,prostate gland,macrophage,0.12820514,eye,adipocyte,0.5434352,0.7490843
KLK2,MUC1,NOT,18,0.6071405291557312,0.87239844,0.83560634,0.3539515,0.89777774,0.33855188,prostate gland,macrophage,0.15384616,eye,adipocyte,0.5184469,0.7185523
KLK2,PSCA,NOT,18,0.46444441676139836,0.8192353,0.7339954,0.3435979,0.8488889,0.26223093,prostate gland,macrophage,0.12931034,testis,male germ cell,0.47563744,0.68992496
KLK3,PSCA,NOT,18,0.4644444346427918,0.8080498,0.7350096,0.34824818,0.81777775,0.46153846,prostate gland,mast cell,0.16107382,large intestine,large intestine goblet cell,0.4598016,0.646976
KLK2,NECTIN4,NOT,18,0.45860631465911866,0.7195411,0.68491626,0.35965407,0.8533333,0.34344423,prostate gland,macrophage,0.12931034,testis,male germ cell,0.359887,0.5902307
KLK2,CD276,NOT,18,0.5447822690010071,0.68891037,0.6734017,0.36389995,0.81333333,0.21037184,prostate gland,macrophage,0.11042345,testis,spermatocyte,0.32501042,0.5784869
KLK2,MME,NOT,18,0.4203962326049805,0.6874844,0.6769774,0.2914672,0.8622222,0.33463797,prostate gland,macrophage,0.114332244,testis,spermatocyte,0.3960172,0.5731521
KLK3,NECTIN4,NOT,18,0.4614298403263092,0.71996665,0.6859462,0.3491181,0.8222222,0.53522503,prostate gland,macrophage,0.15604027,large intestine,large intestine goblet cell,0.37084854,0.5639264
KLK3,CD276,NOT,18,0.5461711525917053,0.68385994,0.6734281,0.3676536,0.77777773,0.46153846,prostate gland,mast cell,0.147651,large intestine,large intestine goblet cell,0.31620634,0.5362089
KLK3,MME,NOT,18,0.41736594438552854,0.69659233,0.67602277,0.2706732,0.8533333,0.5205479,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,0.42591915,0.53384066
KLK2,TMEFF2,NOT,18,0.14444444179534915,0.64010644,0.5776546,0.3890754,0.7705479,0.33953035,prostate gland,macrophage,0.11206896,testis,male germ cell,0.25103104,0.5280375
KLK3,TMEFF2,NOT,18,0.14513886570930482,0.6385038,0.5775783,0.3975271,0.7328767,0.5303327,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,0.24097669,0.47575212
KLK2,ERBB2,NOT,18,0.26980950832366946,0.51221263,0.48571146,0.26965454,0.8311111,0.32974562,prostate gland,macrophage,0.12068965,testis,male germ cell,0.24255809,0.39152297
KLK3,ERBB2,NOT,18,0.26980955004692075,0.5155142,0.48615408,0.26401287,0.8133333,0.51272017,prostate gland,macrophage,0.12919463,large intestine,large intestine goblet cell,0.25150132,0.38631958
STEAP1,MSLN,NOT,18,0.7388589084148407,0.86984754,0.8609259,0.3464356,0.65333337,0.5427778,respiratory system,fibroblast,0.5427778,respiratory system,fibroblast,0.5234119,0.32706976
SLC45A3,SLC34A1,NOT,18,0.8028235256671905,0.91391945,0.8987248,0.17127186,0.5841584,0.6097561,blood,basophil,0.6097561,blood,basophil,0.7426476,0.30416334
SLC45A3,CDH16,NOT,18,0.8028235256671905,0.91391945,0.89865327,0.17127186,0.5841584,0.6097561,blood,basophil,0.6097561,blood,basophil,0.7426476,0.30416334
SLC45A3,CEACAM5,NOT,18,0.799529391527176,0.91391945,0.89822876,0.16896239,0.5841584,0.6097561,blood,basophil,0.6097561,blood,basophil,0.7449571,0.30416334
SLC45A3,FOLR1,NOT,18,0.8028235256671905,0.9089027,0.89680564,0.16641137,0.5808581,0.6097561,blood,basophil,0.6097561,blood,basophil,0.74249136,0.2991466
SLC45A3,MSLN,NOT,18,0.7962352991104126,0.90750915,0.894904,0.16541332,0.5841584,0.6097561,blood,basophil,0.6097561,blood,basophil,0.7420958,0.29775304
SLC45A3,CD70,NOT,18,0.8028235256671905,0.90750915,0.8964018,0.17127186,0.5841584,0.6097561,blood,basophil,0.6097561,blood,basophil,0.7362373,0.29775304
SLC45A3,GRPR,NOT,18,0.7875293850898742,0.9006568,0.8831236,0.17127186,0.5841584,0.6097561,blood,basophil,0.6097561,blood,basophil,0.72938496,0.2909007
SLC45A3,DLL3,NOT,18,0.7349230885505676,0.8939394,0.87019616,0.17127186,0.5841584,0.6097561,blood,basophil,0.6097561,blood,basophil,0.7226675,0.28418326
KLK2,ADAM9,NOT,18,0.1794294357299805,0.34888616,0.3273586,0.27900034,0.52444446,0.18705036,prostate gland,erythrocyte,0.06872964,testis,spermatocyte,0.06988582,0.28015652
KLK3,ADAM9,NOT,18,0.1794294357299805,0.35708332,0.33062446,0.26285267,0.5111111,0.39655173,prostate gland,"CD4-positive, alpha-beta T cell",0.11577181,large intestine,large intestine goblet cell,0.09423065,0.24131152
STEAP1,MUC1,NOT,18,0.5428265184164047,0.7323188,0.72897965,0.2631319,0.64444447,0.5085714,endocrine gland,mesothelial cell,0.5085714,endocrine gland,mesothelial cell,0.46918693,0.22374743
STEAP2,SLC34A1,NOT,18,0.9363804638385773,0.96760714,0.96082157,0.4334747,0.81333333,0.7886598,pancreas,fibroblast,0.7886598,pancreas,fibroblast,0.5341325,0.17894733
STEAP2,CDH16,NOT,18,0.9363804638385773,0.96760714,0.9607499,0.4334747,0.81333333,0.7886598,pancreas,fibroblast,0.7886598,pancreas,fibroblast,0.5341325,0.17894733
STEAP2,CD70,NOT,18,0.9363804638385773,0.9604989,0.95849866,0.43264824,0.81333333,0.7835052,pancreas,fibroblast,0.7835052,pancreas,fibroblast,0.5278507,0.17699373
STEAP2,MSLN,NOT,18,0.931957197189331,0.9635278,0.9568701,0.38652462,0.8088889,0.7886598,pancreas,fibroblast,0.7886598,pancreas,fibroblast,0.5770032,0.17486799
STEAP2,FOLR1,NOT,18,0.9363804638385773,0.96343064,0.9585616,0.39148328,0.8088889,0.7886598,pancreas,fibroblast,0.7886598,pancreas,fibroblast,0.57194734,0.17477083
STEAP2,CEACAM5,NOT,18,0.934848552942276,0.96260476,0.9584128,0.4198854,0.81333333,0.7886598,pancreas,fibroblast,0.7886598,pancreas,fibroblast,0.54271936,0.17394495
KLK2,HPN,NOT,18,0.11466616988182068,0.28646463,0.30008656,0.35333705,0.6704981,0.3444227,prostate gland,macrophage,0.12068965,testis,male germ cell,-0.06687242,0.16577497
SLC45A3,MUC1,NOT,18,0.585893714427948,0.77422583,0.76980805,0.14289606,0.5709571,0.6097561,blood,basophil,0.6097561,blood,basophil,0.6313298,0.16446972
STEAP2,GRPR,NOT,18,0.9041346311569214,0.94998753,0.9438019,0.4334747,0.80444443,0.7886598,pancreas,fibroblast,0.7886598,pancreas,fibroblast,0.5165129,0.16132772
STEAP2,DLL3,NOT,18,0.8883243262767792,0.94227993,0.93057907,0.4320548,0.76,0.7886598,pancreas,fibroblast,0.7886598,pancreas,fibroblast,0.5102252,0.15362012
STEAP2,MUC1,NOT,18,0.600257134437561,0.8433858,0.81068635,0.3137746,0.79555553,0.6958763,pancreas,fibroblast,0.6958763,pancreas,fibroblast,0.52961123,0.14750952
STEAP1,CD70,NOT,18,0.7370184123516083,0.8722826,0.8624728,0.39650458,0.6577778,0.72571427,endocrine gland,mesothelial cell,0.72571427,endocrine gland,mesothelial cell,0.47577804,0.14656836
TMPRSS2,CEACAM5,NOT,18,0.8893660426139831,0.96955436,0.94351524,0.4199471,0.6814159,0.8288996,small intestine,enterocyte of epithelium proper of duodenum,0.8288996,small intestine,enterocyte of epithelium proper of duodenum,0.5496073,0.14065474
KLK2,FOLH1,NOT,18,0.06114346385002137,0.26094693,0.26641726,0.3064099,0.65325665,0.3258317,prostate gland,macrophage,0.12931034,testis,male germ cell,-0.045462966,0.13163659
KLK3,CDH1,NOT,18,0.10759056210517884,0.18722945,0.2149481,0.20632184,0.59999996,0.50097847,prostate gland,macrophage,0.05704698,large intestine,large intestine goblet cell,-0.019092381,0.13018247
STEAP1,DLL3,NOT,18,0.7333374381065368,0.8550191,0.8363239,0.39066923,0.6088889,0.73142856,endocrine gland,mesothelial cell,0.73142856,endocrine gland,mesothelial cell,0.46434987,0.12359053
STEAP1,SLC34A1,NOT,18,0.7388589084148407,0.87388515,0.86490196,0.3982169,0.6577778,0.7542857,endocrine gland,mesothelial cell,0.7542857,endocrine gland,mesothelial cell,0.47566825,0.11959946
STEAP1,CDH16,NOT,18,0.7388589084148407,0.87388515,0.8648304,0.3982169,0.6577778,0.7542857,endocrine gland,mesothelial cell,0.7542857,endocrine gland,mesothelial cell,0.47566825,0.11959946
STEAP1,FOLR1,NOT,18,0.7227485060691834,0.873446,0.86153096,0.358168,0.6577778,0.7542857,endocrine gland,mesothelial cell,0.7542857,endocrine gland,mesothelial cell,0.515278,0.119160295
SLC45A3,PSCA,NOT,18,0.3617777615785599,0.7279638,0.66637105,0.12731412,0.46666667,0.6097561,blood,basophil,0.6097561,blood,basophil,0.6006497,0.11820769
STEAP1,CEACAM5,NOT,18,0.7193374514579773,0.8722826,0.8624351,0.3923146,0.6577778,0.7542857,endocrine gland,mesothelial cell,0.7542857,endocrine gland,mesothelial cell,0.479968,0.11799693
KLK3,HPN,NOT,18,0.11466616988182068,0.27141416,0.29966035,0.33823013,0.6264368,0.5362035,prostate gland,macrophage,0.15604027,large intestine,large intestine goblet cell,-0.06681597,0.115373895
STEAP1,GRPR,NOT,18,0.7253374338150025,0.869126,0.8480947,0.3982169,0.65333337,0.7542857,endocrine gland,mesothelial cell,0.7542857,endocrine gland,mesothelial cell,0.47090912,0.11484033
FOLH1,MME,NOT,18,0.22691196203231812,0.46014494,0.47655234,0.044375584,0.7066667,0.3572771,exocrine gland,acinar cell of salivary gland,0.3572771,exocrine gland,acinar cell of salivary gland,0.41576934,0.10286784
KLK2,STEAP4,NOT,18,0.0689234733581543,0.22076464,0.2116831,0.2549744,0.5513699,0.33561644,prostate gland,macrophage,0.12931034,testis,male germ cell,-0.034209758,0.0914543
KLK3,FOLH1,NOT,18,0.06114346385002137,0.25185025,0.26535514,0.3079071,0.6027397,0.50489235,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,-0.056056857,0.08909857
TMPRSS2,MSLN,NOT,18,0.8871572971343994,0.9672015,0.94210327,0.3980621,0.6814159,0.88003707,small intestine,enterocyte of epithelium proper of ileum,0.88003707,small intestine,enterocyte of epithelium proper of ileum,0.56913936,0.0871644
KLK2,CDH1,NOT,18,0.10759056210517884,0.18073595,0.21452682,0.20968774,0.60888886,0.32485324,prostate gland,macrophage,0.12068965,testis,male germ cell,-0.028951794,0.060046293
TMPRSS2,CD70,NOT,18,0.8939394116401672,0.97035575,0.9434949,0.42553365,0.6814159,0.9132948,large intestine,paneth cell of colon,0.9132948,large intestine,paneth cell of colon,0.5448221,0.057060957
TMPRSS2,SLC34A1,NOT,18,0.8939394116401672,0.97035575,0.9459241,0.42553365,0.6814159,0.9132948,large intestine,paneth cell of colon,0.9132948,large intestine,paneth cell of colon,0.5448221,0.057060957
TMPRSS2,CDH16,NOT,18,0.8939394116401672,0.97035575,0.94572186,0.4251378,0.6814159,0.9132948,large intestine,paneth cell of colon,0.9132948,large intestine,paneth cell of colon,0.545218,0.057060957
KLK3,STEAP4,NOT,18,0.0689234733581543,0.21351823,0.21267039,0.23948868,0.5239726,0.52348334,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,-0.025970444,0.050766557
TMPRSS2,FOLR1,NOT,18,0.8939394116401672,0.9631094,0.944005,0.3910255,0.6814159,0.9132948,large intestine,paneth cell of colon,0.9132948,large intestine,paneth cell of colon,0.57208383,0.049814582
SLC45A3,NECTIN4,NOT,18,0.41777547001838683,0.6590521,0.62008655,0.13000977,0.47555554,0.6097561,blood,basophil,0.6097561,blood,basophil,0.5290423,0.04929596
STEAP1,ADAM9,NOT,18,0.1657657563686371,0.25672,0.26145098,0.19902131,0.35315984,0.21037109,skin of body,fibroblast,0.21037109,skin of body,fibroblast,0.057698697,0.046348915
STEAP2,PSCA,NOT,18,0.4019999742507935,0.8141848,0.70988154,0.31939435,0.75555557,0.7835052,pancreas,fibroblast,0.7835052,pancreas,fibroblast,0.49479043,0.030679584
STEAP1,CD276,NOT,18,0.4798229157924652,0.5493231,0.5703776,0.31061074,0.5688889,0.52,endocrine gland,mesothelial cell,0.52,endocrine gland,mesothelial cell,0.23871234,0.029323101
TMPRSS2,GRPR,NOT,18,0.8862686097621918,0.9317994,0.9288699,0.42553365,0.6814159,0.90909094,colon,paneth cell of colon,0.90909094,colon,paneth cell of colon,0.50626576,0.022708476
TMPRSS2,DLL3,NOT,18,0.8502222239971161,0.9296236,0.9161828,0.4228559,0.6814159,0.9132948,large intestine,paneth cell of colon,0.9132948,large intestine,paneth cell of colon,0.5067677,0.016328812
SLC45A3,MME,NOT,18,0.390520578622818,0.59905124,0.5980555,0.09812297,0.50222224,0.5853659,blood,basophil,0.5853659,blood,basophil,0.5009283,0.013685346
STEAP2,CD276,NOT,18,0.5113426238298416,0.6603755,0.6500838,0.3393929,0.7111111,0.6494846,pancreas,fibroblast,0.6494846,pancreas,fibroblast,0.32098258,0.010890901
KLK2,STEAP1,NOT,18,0.027176403999328615,0.11773643,0.12966305,0.20990466,0.43835616,0.3414873,prostate gland,macrophage,0.11172638,testis,spermatocyte,-0.09216823,0.006010048
CD46,CDH16,NOT,18,0.8559119820594787,0.95789003,0.93385327,0.6236729,0.85057473,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,0.33421713,-0.0021099448
CD46,SLC34A1,NOT,18,0.8562985777854919,0.95789003,0.93405557,0.6236729,0.84865904,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,0.33421713,-0.0021099448
CD46,CD70,NOT,18,0.8562985777854919,0.9562875,0.9316263,0.62221,0.84865904,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,0.33407748,-0.0037124753
CD46,MSLN,NOT,18,0.8532216548919678,0.954685,0.93083,0.57823217,0.83716476,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,0.3764528,-0.005315006
SLC45A3,CD276,NOT,18,0.4851053565740585,0.6020097,0.59902865,0.13509977,0.44444445,0.6097561,blood,basophil,0.6097561,blood,basophil,0.46690995,-0.0077463984
CD46,FOLR1,NOT,18,0.8562985777854919,0.9482609,0.9306844,0.6055597,0.79310346,0.95833486,bladder organ,bladder urothelial cell,0.95833486,bladder organ,bladder urothelial cell,0.3427012,-0.01007396
CD46,CEACAM5,NOT,18,0.8562985777854919,0.9475641,0.93053555,0.6236263,0.84865904,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,0.32393783,-0.0124358535
KLK3,EPCAM,NOT,18,0.015396642684936524,0.03724137,0.07741483,0.14609799,0.34666663,0.5205479,prostate gland,macrophage,0.051282056,eye,adipocyte,-0.10885662,-0.014040686
EPCAM,MSLN,NOT,18,0.7603805363178253,0.959798,0.91633797,0.53325987,0.743295,0.98116416,small intestine,enterocyte of epithelium proper of ileum,0.98116416,small intestine,enterocyte of epithelium proper of ileum,0.4265381,-0.021366179
EPCAM,CEACAM5,NOT,18,0.7592196226119995,0.9545455,0.9160434,0.5720439,0.7528736,0.9768062,small intestine,enterocyte of epithelium proper of duodenum,0.9768062,small intestine,enterocyte of epithelium proper of duodenum,0.3825016,-0.022260725
STEAP1,ERBB2,NOT,18,0.20955554842948915,0.4090242,0.40740603,0.20283374,0.59555554,0.43777776,respiratory system,fibroblast,0.43777776,respiratory system,fibroblast,0.20619047,-0.028753549
STEAP1,TMEFF2,NOT,18,0.13958330750465395,0.5250803,0.48849604,0.3561966,0.5610561,0.5566667,respiratory system,fibroblast,0.5566667,respiratory system,fibroblast,0.16888371,-0.03158635
CD46,GRPR,NOT,18,0.8150991320610046,0.92831755,0.91745865,0.6240688,0.84865904,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,0.30424875,-0.03168243
SLC45A3,TMEFF2,NOT,18,0.12320632934570314,0.57659507,0.506118,0.15244707,0.5379538,0.6097561,blood,basophil,0.6097561,blood,basophil,0.424148,-0.033161044
KLK3,TMPRSS2,NOT,18,0.005555576086044313,0.02964425,0.05100162,0.18019633,0.34042552,0.46966732,prostate gland,macrophage,0.06375839,large intestine,large intestine goblet cell,-0.15055208,-0.034114137
KLK2,CD46,NOT,18,0.0,0.040833354,0.063707195,0.123883404,0.3333333,0.17266187,prostate gland,erythrocyte,0.077586204,testis,male germ cell,-0.08305005,-0.03675285
CD46,DLL3,NOT,18,0.8148718059062958,0.9218124,0.90503,0.6183719,0.8448276,0.96,lung,pulmonary ionocyte,0.96,lung,pulmonary ionocyte,0.3034405,-0.038187563
EPCAM,CD70,NOT,18,0.7592196226119995,0.959798,0.91713417,0.5808395,0.7528736,1.0,large intestine,paneth cell of colon,1.0,large intestine,paneth cell of colon,0.37895846,-0.04020202
EPCAM,SLC34A1,NOT,18,0.7603805363178253,0.959798,0.9195634,0.5808547,0.7528736,1.0,large intestine,paneth cell of colon,1.0,large intestine,paneth cell of colon,0.37894326,-0.04020202
EPCAM,CDH16,NOT,18,0.7603805363178253,0.959798,0.9193611,0.58000004,0.7547893,1.0,large intestine,paneth cell of colon,1.0,large intestine,paneth cell of colon,0.37979794,-0.04020202
KLK3,STEAP1,NOT,18,0.028796768188476565,0.11773643,0.12815936,0.19560921,0.41762453,0.5322896,prostate gland,macrophage,0.15939596,large intestine,large intestine goblet cell,-0.07787278,-0.041659534
TACSTD2,CEACAM5,NOT,18,0.8293199419975281,0.92506784,0.90497696,0.7684895,0.8295019,0.9698937,exocrine gland,progenitor cell of mammary luminal epithelium,0.9698937,exocrine gland,progenitor cell of mammary luminal epithelium,0.15657836,-0.044825852
EPCAM,FOLR1,NOT,18,0.7490746974945068,0.9545455,0.9165332,0.5243967,0.70937496,1.0,colon,paneth cell of colon,1.0,colon,paneth cell of colon,0.43014878,-0.045454502
NECTIN4,CDH1,NOT,18,0.015117055177688599,0.031177156,0.034779634,0.045578055,0.09699768,0.08148149,skin of body,sebum secreting cell,0.08148149,skin of body,sebum secreting cell,-0.014400899,-0.05030433
SLC34A1,EPCAM,NOT,18,0.0,0.0,0.0,0.0,0.003717472,0.050441913,kidney,kidney epithelial cell,0.050441913,kidney,kidney epithelial cell,0.0,-0.050441913
KLK2,SLC45A3,NOT,18,0.027272695302963258,0.07460445,0.09191613,0.28506392,0.58237547,0.30919766,prostate gland,macrophage,0.12931034,testis,male germ cell,-0.21045947,-0.054705888
KLK3,CD46,NOT,18,0.0,0.040833354,0.06290204,0.10344827,0.3111111,0.33093524,prostate gland,erythrocyte,0.09731543,large intestine,large intestine goblet cell,-0.06261492,-0.056482077
STEAP1,PSCA,NOT,18,0.30622223019599915,0.69479275,0.64279324,0.28035045,0.60444444,0.7542857,endocrine gland,mesothelial cell,0.7542857,endocrine gland,mesothelial cell,0.4144423,-0.059492946
TACSTD2,SLC34A1,NOT,18,0.8293199419975281,0.9305288,0.908497,0.7680936,0.8429561,0.9917355,exocrine gland,progenitor cell of mammary luminal epithelium,0.9917355,exocrine gland,progenitor cell of mammary luminal epithelium,0.16243523,-0.0612067
TMPRSS2,MUC1,NOT,18,0.6014043509960174,0.80880713,0.7952664,0.2834249,0.6270627,0.8703103,small intestine,enterocyte of epithelium proper of ileum,0.8703103,small intestine,enterocyte of epithelium proper of ileum,0.5253822,-0.061503172
KLK2,TACSTD2,NOT,18,0.03131312131881714,0.06652504,0.08946935,0.107903436,0.36444443,0.3150685,prostate gland,macrophage,0.12931034,testis,male germ cell,-0.041378394,-0.0627853
TACSTD2,MSLN,NOT,18,0.8293199419975281,0.92472863,0.90501213,0.69760275,0.81609195,0.9876033,exocrine gland,progenitor cell of mammary luminal epithelium,0.9876033,exocrine gland,progenitor cell of mammary luminal epithelium,0.22712588,-0.062874675
TACSTD2,CD70,NOT,18,0.8293199419975281,0.9261849,0.9062459,0.76663077,0.8429561,0.9909243,eye,corneal epithelial cell,0.9909243,eye,corneal epithelial cell,0.15955412,-0.064739406
TACSTD2,FOLR1,NOT,18,0.8191750168800354,0.9305288,0.9051259,0.70967054,0.79646015,0.9959398,eye,corneal epithelial cell,0.9959398,eye,corneal epithelial cell,0.22085828,-0.06541097
KLK2,EPCAM,NOT,18,0.013776278495788575,0.0372414,0.078400165,0.16302253,0.35999995,0.33659494,prostate gland,macrophage,0.10344827,testis,male germ cell,-0.12578113,-0.06620687
TACSTD2,CDH16,NOT,18,0.8293199419975281,0.92935234,0.9082947,0.7680936,0.8406467,0.99570096,eye,corneal epithelial cell,0.99570096,eye,corneal epithelial cell,0.16125876,-0.06634861
GRPR,CDH1,NOT,18,0.0,0.0,0.0025099255,0.0,0.0044444446,0.06666667,eye,intermediate monocyte,0.06666667,eye,intermediate monocyte,0.0,-0.06666667
GRPR,TMPRSS2,NOT,18,0.0,0.0,0.00020019285,0.0,0.0034246575,0.06666667,eye,intermediate monocyte,0.06666667,eye,intermediate monocyte,0.0,-0.06666667
GRPR,CD46,NOT,18,0.0,0.0,0.0006575877,0.0,0.00027785497,0.06666667,eye,intermediate monocyte,0.06666667,eye,intermediate monocyte,0.0,-0.06666667
TMEFF2,CD70,NOT,18,0.10101449191570282,0.35573244,0.4085424,0.025540523,0.61333334,0.42307693,heart,mesothelial cell,0.42307693,heart,mesothelial cell,0.3301919,-0.06734449
EPCAM,DLL3,NOT,18,0.7546042382717133,0.9317053,0.89031863,0.56281924,0.74904215,1.0,large intestine,paneth cell of colon,1.0,large intestine,paneth cell of colon,0.36888605,-0.068294704
EPCAM,GRPR,NOT,18,0.7603805363178253,0.9309221,0.9023805,0.5764103,0.7547893,1.0,colon,paneth cell of colon,1.0,colon,paneth cell of colon,0.3545118,-0.06907791
FOLH1,CDH1,NOT,18,0.047353535890579224,0.11773643,0.14727283,0.027429469,0.4666667,0.1891892,lymph node,stromal cell,0.1891892,lymph node,stromal cell,0.09030696,-0.07145277
SLC34A1,HPN,NOT,18,0.0,0.0,0.0,0.0,0.0019449848,0.074074075,ovary,leukocyte,0.074074075,ovary,leukocyte,0.0,-0.074074075
SLC34A1,MME,NOT,18,0.0,0.0,0.00010622477,0.0,0.0019157088,0.07587843,kidney,kidney epithelial cell,0.07587843,kidney,kidney epithelial cell,0.0,-0.07587843
TACSTD2,GRPR,NOT,18,0.8165714144706726,0.9201692,0.8913141,0.7684895,0.8429561,0.99641746,eye,corneal epithelial cell,0.99641746,eye,corneal epithelial cell,0.1516797,-0.07624829
DLL3,CD46,NOT,18,0.0,0.0,0.001217068,0.0,0.007434944,0.07692308,endocrine gland,monocyte,0.07692308,endocrine gland,monocyte,0.0,-0.07692308
DLL3,ADAM9,NOT,18,0.0,0.0,0.0061023366,0.002342383,0.026666667,0.07692308,endocrine gland,monocyte,0.07692308,endocrine gland,monocyte,-0.002342383,-0.07692308
DLL3,ERBB2,NOT,18,0.0,0.0,0.0152277695,0.0021125888,0.053333335,0.078125,testis,spermatogonium,0.078125,testis,spermatogonium,-0.0021125888,-0.078125
KLK2,STEAP2,NOT,18,0.013403218984603883,0.030754894,0.03508272,0.15973419,0.36170214,0.3228963,prostate gland,macrophage,0.11107492,testis,spermatocyte,-0.1289793,-0.08032002
KLK3,SLC45A3,NOT,18,0.02727271318435669,0.08156496,0.093235105,0.23261267,0.5344828,0.49412915,prostate gland,macrophage,0.16275167,large intestine,large intestine goblet cell,-0.1510477,-0.08118671
KLK3,TACSTD2,NOT,18,0.031313139200210574,0.06785998,0.08777343,0.08657031,0.36444443,0.4882583,prostate gland,macrophage,0.15604027,large intestine,large intestine goblet cell,-0.01871033,-0.08818029
TACSTD2,DLL3,NOT,18,0.7548718094825745,0.903623,0.8789704,0.75935036,0.8406467,0.9933126,eye,corneal epithelial cell,0.9933126,eye,corneal epithelial cell,0.14427263,-0.08968961
CD46,MUC1,NOT,18,0.601404333114624,0.80512285,0.7812504,0.46470183,0.7425742,0.8958333,pancreas,pancreatic A cell,0.8958333,pancreas,pancreatic A cell,0.34042102,-0.09071046
KLK2,TMPRSS2,NOT,18,0.005555576086044313,0.02964425,0.05017571,0.17161351,0.35273972,0.30234835,prostate gland,macrophage,0.12068965,testis,male germ cell,-0.14196926,-0.0910454
FOLH1,CDH16,NOT,18,0.4959707170724869,0.7390531,0.7257036,0.10550913,0.7111111,0.8312708,small intestine,enterocyte of epithelium proper of duodenum,0.8312708,small intestine,enterocyte of epithelium proper of duodenum,0.63354397,-0.09221774
