marker_a,marker_b,gate,n_patients,tumor_q10,tumor_median,tumor_mean,benign_prostate_median,benign_prostate_worst,worst_healthy_all,worst_healthy_all_tissue,worst_healthy_all_celltype,worst_healthy_xprostate,worst_xp_tissue,worst_xp_celltype,malignant_vs_benign,selectivity_xprostate,on_frontier
STEAP2,TMPRSS2,AND,18,0.8556845605373382,0.92748475,0.9186006,0.29679543,0.57641923,0.49513602,bladder organ,bladder urothelial cell,0.49513602,bladder organ,bladder urothelial cell,0.6306893,0.43234873,True
STEAP1,TMPRSS2,AND,18,0.7048275768756866,0.8497263,0.83746266,0.2544185,0.5043478,0.3572556,bladder organ,bladder urothelial cell,0.3572556,bladder organ,bladder urothelial cell,0.5953078,0.4924707,True
STEAP2,HPN,AND,18,0.520022863149643,0.6813462,0.67462224,0.075261146,0.37991267,0.2254902,pancreas,type B pancreatic cell,0.2254902,pancreas,type B pancreatic cell,0.60608506,0.45585597,True
STEAP1,HPN,AND,18,0.4652674049139023,0.6418574,0.63468874,0.07104863,0.33187774,0.16,endocrine gland,mesothelial cell,0.16,endocrine gland,mesothelial cell,0.57080877,0.4818574,True
TMEFF2,HPN,AND,18,0.0622972954064607,0.30160737,0.333597,0.005192003,0.3187773,0.15384616,eye,adipocyte,0.15384616,eye,adipocyte,0.29641536,0.14776121,True
FOLH1,PSCA,AND,18,0.057941485568881,0.104474224,0.17892367,0.030712366,0.16883117,0.13257575,small intestine,enteroendocrine cell of small intestine,0.13257575,small intestine,enteroendocrine cell of small intestine,0.07376186,-0.028101526,True
PSCA,HPN,AND,18,0.0395512141287326,0.13600999,0.18460529,0.016309382,0.084415585,0.12,stomach,enteroendocrine cell,0.12,stomach,enteroendocrine cell,0.11970061,0.016009994,True
PSCA,TMEFF2,AND,18,0.0141881505027413,0.05416261,0.06898574,0.0031510782,0.030303031,0.10606061,small intestine,enteroendocrine cell of small intestine,0.10606061,small intestine,enteroendocrine cell of small intestine,0.051011533,-0.051898,True
SLC34A1,MUC1,AND,18,0.0,0.0,0.0,0.0,0.0002585984,0.00990099,kidney,endothelial cell,0.00990099,kidney,endothelial cell,0.0,-0.00990099,True
STEAP2,CD46,AND,18,0.8417508602142334,0.9134472,0.9070383,0.3600976,0.5974026,0.61142856,endocrine gland,mesothelial cell,0.61142856,endocrine gland,mesothelial cell,0.5533496,0.30201864,False
TMPRSS2,CD46,AND,18,0.7826218366622925,0.90418386,0.8946619,0.34978563,0.6,0.82396066,lung,pulmonary alveolar type 2 cell,0.82396066,lung,pulmonary alveolar type 2 cell,0.55439824,0.0802232,False
STEAP2,TACSTD2,AND,18,0.7687272548675537,0.90402293,0.8802192,0.37265772,0.59415585,0.5490621,bladder organ,bladder urothelial cell,0.5490621,bladder organ,bladder urothelial cell,0.5313652,0.35496086,False
TMPRSS2,EPCAM,AND,18,0.7528255581855774,0.922208,0.88161796,0.3444069,0.6,0.9132948,large intestine,paneth cell of colon,0.9132948,large intestine,paneth cell of colon,0.5778011,0.008913219,False
TACSTD2,CD46,AND,18,0.7519480407238007,0.8763058,0.86592025,0.5419929,0.75791436,0.9325282,bladder organ,bladder urothelial cell,0.9325282,bladder organ,bladder urothelial cell,0.33431292,-0.05622238,False
STEAP2,EPCAM,AND,18,0.7486952602863312,0.927451,0.89192706,0.33549398,0.53896105,0.5048077,lung,respiratory goblet cell,0.5048077,lung,respiratory goblet cell,0.59195703,0.4226433,False
EPCAM,CD46,AND,18,0.7423915028572082,0.8973731,0.8771604,0.46015537,0.6927374,0.8863636,small intestine,enteroendocrine cell of small intestine,0.8863636,small intestine,enteroendocrine cell of small intestine,0.4372177,0.011009455,False
STEAP1,CD46,AND,18,0.7409655272960662,0.85077274,0.82935464,0.33346233,0.5422078,0.70285714,endocrine gland,mesothelial cell,0.70285714,endocrine gland,mesothelial cell,0.5173104,0.1479156,False
TMPRSS2,TACSTD2,AND,18,0.7356969833374023,0.8875,0.8684561,0.37611288,0.6086956,0.8096619,bladder organ,bladder urothelial cell,0.8096619,bladder organ,bladder urothelial cell,0.5113871,0.07783806,False
STEAP1,STEAP2,AND,18,0.726919537782669,0.85811675,0.84855103,0.26301694,0.6113537,0.57714283,endocrine gland,mesothelial cell,0.57714283,endocrine gland,mesothelial cell,0.5950998,0.2809739,False
TACSTD2,EPCAM,AND,18,0.7123033463954925,0.887726,0.8577726,0.5,0.66852885,0.8873239,exocrine gland,ionocyte,0.8873239,exocrine gland,ionocyte,0.387726,0.00040209293,False
STEAP1,TACSTD2,AND,18,0.6918787837028504,0.84086764,0.8062599,0.35712516,0.54545456,0.46634614,lung,respiratory goblet cell,0.46634614,lung,respiratory goblet cell,0.48374248,0.3745215,False
STEAP1,EPCAM,AND,18,0.674650514125824,0.8542592,0.820781,0.3030303,0.48701298,0.45096153,lung,respiratory goblet cell,0.45096153,lung,respiratory goblet cell,0.5512289,0.40329766,False
STEAP4,TMPRSS2,AND,18,0.6250810265541077,0.76109445,0.756192,0.21258879,0.5021834,0.7064861,lung,pulmonary alveolar type 2 cell,0.7064861,lung,pulmonary alveolar type 2 cell,0.54850566,0.054608345,False
STEAP2,STEAP4,AND,18,0.622335034608841,0.7519416,0.76652896,0.19322892,0.6069869,0.62371135,pancreas,fibroblast,0.62371135,pancreas,fibroblast,0.5587127,0.12823027,False
STEAP2,CDH1,AND,18,0.6017935514450073,0.80131173,0.7620045,0.27414024,0.5032467,0.54744685,bladder organ,bladder urothelial cell,0.54744685,bladder organ,bladder urothelial cell,0.5271715,0.25386488,False
TMPRSS2,CDH1,AND,18,0.57781081199646,0.7524986,0.7538154,0.26246548,0.5,0.8863636,colon,paneth cell of colon,0.8863636,colon,paneth cell of colon,0.49003315,-0.133865,False
STEAP4,EPCAM,AND,18,0.5710815727710724,0.72147954,0.73177755,0.21683328,0.41484717,0.7482318,lung,pulmonary alveolar type 2 cell,0.7482318,lung,pulmonary alveolar type 2 cell,0.50464624,-0.026752293,False
STEAP4,TACSTD2,AND,18,0.567403256893158,0.7139037,0.7301614,0.24250463,0.4235808,0.74038464,lung,respiratory goblet cell,0.74038464,lung,respiratory goblet cell,0.4713991,-0.026480913,False
STEAP1,CDH1,AND,18,0.5664576649665832,0.73744655,0.7081226,0.24077699,0.46753246,0.43653846,lung,respiratory goblet cell,0.43653846,lung,respiratory goblet cell,0.49666956,0.3009081,False
EPCAM,CDH1,AND,18,0.5659804522991181,0.81109226,0.7444317,0.3283223,0.5828678,0.95454544,colon,paneth cell of colon,0.95454544,colon,paneth cell of colon,0.48276997,-0.14345318,False
STEAP2,ADAM9,AND,18,0.564606761932373,0.62705016,0.65489936,0.19170427,0.3580786,0.5942857,endocrine gland,mesothelial cell,0.5942857,endocrine gland,mesothelial cell,0.4353459,0.032764435,False
STEAP4,CD46,AND,18,0.563834148645401,0.749068,0.74396265,0.25191855,0.45414847,0.7643609,lung,pulmonary alveolar type 2 cell,0.7643609,lung,pulmonary alveolar type 2 cell,0.49714947,-0.015292883,False
CDH1,CD46,AND,18,0.5541289210319519,0.7944808,0.75658566,0.3632089,0.61080074,0.9368232,bladder organ,bladder urothelial cell,0.9368232,bladder organ,bladder urothelial cell,0.4312719,-0.14234239,False
TACSTD2,CDH1,AND,18,0.5385175108909607,0.7950617,0.7350029,0.37600863,0.58845437,0.96704084,eye,corneal epithelial cell,0.96704084,eye,corneal epithelial cell,0.41905308,-0.17197913,False
TMPRSS2,ADAM9,AND,18,0.527552255988121,0.6254561,0.6469139,0.17440641,0.38175046,0.74248374,bladder organ,bladder urothelial cell,0.74248374,bladder organ,bladder urothelial cell,0.4510497,-0.11702764,False
HPN,TMPRSS2,AND,18,0.5261194229125976,0.6813462,0.6669204,0.0723871,0.31441048,0.5335518,lung,pulmonary alveolar type 2 cell,0.5335518,lung,pulmonary alveolar type 2 cell,0.6089591,0.14779437,False
STEAP1,STEAP4,AND,18,0.5232453435659409,0.7382883,0.7083279,0.1747625,0.5021834,0.4048077,lung,respiratory goblet cell,0.4048077,lung,respiratory goblet cell,0.5635258,0.3334806,False
CD46,ADAM9,AND,18,0.5179104328155517,0.6289557,0.64779794,0.27619994,0.47113594,0.83018243,bladder organ,bladder urothelial cell,0.83018243,bladder organ,bladder urothelial cell,0.35275578,-0.20122671,False
HPN,EPCAM,AND,18,0.5059626281261445,0.6691542,0.6562821,0.08555918,0.279476,0.5577885,lung,pulmonary alveolar type 2 cell,0.5577885,lung,pulmonary alveolar type 2 cell,0.58359504,0.111365736,False
HPN,CD46,AND,18,0.5020936518907547,0.67367834,0.65406066,0.09469788,0.279476,0.66765577,liver,hepatocyte,0.66765577,liver,hepatocyte,0.57898045,0.0060225725,False
HPN,TACSTD2,AND,18,0.4888059705495834,0.66616917,0.6484965,0.09882759,0.24454148,0.4847335,lung,pulmonary alveolar type 2 cell,0.4847335,lung,pulmonary alveolar type 2 cell,0.56734157,0.18143567,False
FOLH1,STEAP2,AND,18,0.4883582085371017,0.72749406,0.70707405,0.09752799,0.6681223,0.30769232,eye,adipocyte,0.30769232,eye,adipocyte,0.6299661,0.41980174,False
TACSTD2,ADAM9,AND,18,0.4853731393814087,0.605492,0.6287812,0.28352296,0.45996276,0.82904446,bladder organ,bladder urothelial cell,0.82904446,bladder organ,bladder urothelial cell,0.32196903,-0.22355247,False
EPCAM,ADAM9,AND,18,0.484342086315155,0.62660253,0.63646376,0.2323743,0.44506517,0.78518516,skin of body,sebum secreting cell,0.78518516,skin of body,sebum secreting cell,0.39422822,-0.15858263,False
STEAP4,CDH1,AND,18,0.4791899293661117,0.6201923,0.6345159,0.19341986,0.32792208,0.7514231,lung,pulmonary alveolar type 2 cell,0.7514231,lung,pulmonary alveolar type 2 cell,0.42677242,-0.13123083,False
FOLH1,TMPRSS2,AND,18,0.4779104560613632,0.7323791,0.69802684,0.10000739,0.52401745,0.7351612,small intestine,enterocyte of epithelium proper of duodenum,0.7351612,small intestine,enterocyte of epithelium proper of duodenum,0.63237166,-0.0027821064,False
FOLH1,CD46,AND,18,0.4728358328342438,0.72856236,0.68585247,0.10238887,0.5152838,0.7280086,small intestine,paneth cell of epithelium of small intestine,0.7280086,small intestine,paneth cell of epithelium of small intestine,0.6261735,0.00055372715,False
STEAP1,ADAM9,AND,18,0.4620895534753799,0.5966312,0.6079853,0.1779382,0.3181818,0.6514286,endocrine gland,mesothelial cell,0.6514286,endocrine gland,mesothelial cell,0.41869304,-0.05479735,False
FOLH1,STEAP1,AND,18,0.4507606059312821,0.6770834,0.6559985,0.091783985,0.5633188,0.2820513,eye,adipocyte,0.2820513,eye,adipocyte,0.5852994,0.39503208,False
FOLH1,EPCAM,AND,18,0.4435820966959,0.7195652,0.6702445,0.089182645,0.46724892,0.8551315,small intestine,enterocyte of epithelium proper of duodenum,0.8551315,small intestine,enterocyte of epithelium proper of duodenum,0.63038254,-0.1355663,False
FOLH1,TACSTD2,AND,18,0.4408955186605454,0.70973516,0.6709125,0.09243277,0.4366812,0.51282054,eye,adipocyte,0.51282054,eye,adipocyte,0.6173024,0.19691461,False
CDH1,ADAM9,AND,18,0.4298507571220398,0.548638,0.56445867,0.1850932,0.41713223,0.8373408,bladder organ,bladder urothelial cell,0.8373408,bladder organ,bladder urothelial cell,0.3635448,-0.2887028,False
STEAP4,ADAM9,AND,18,0.404179111123085,0.53175676,0.55996144,0.14387204,0.31441048,0.56839746,lung,pulmonary alveolar type 2 cell,0.56839746,lung,pulmonary alveolar type 2 cell,0.38788474,-0.036640704,False
HPN,CDH1,AND,18,0.3991293460130691,0.5661392,0.56055236,0.06854257,0.16099072,0.57580256,liver,hepatocyte,0.57580256,liver,hepatocyte,0.49759665,-0.009663343,False
FOLH1,CDH1,AND,18,0.3707462638616562,0.6037879,0.57965404,0.086935475,0.3409091,0.79177475,small intestine,enterocyte of epithelium proper of duodenum,0.79177475,small intestine,enterocyte of epithelium proper of duodenum,0.51685244,-0.18798685,False
STEAP4,HPN,AND,18,0.3610892415046692,0.5687562,0.5644267,0.04823275,0.29257643,0.4802484,lung,pulmonary alveolar type 2 cell,0.4802484,lung,pulmonary alveolar type 2 cell,0.5205235,0.08850783,False
FOLH1,STEAP4,AND,18,0.3565585672855377,0.5756173,0.58917737,0.07992798,0.558952,0.51282054,eye,adipocyte,0.51282054,eye,adipocyte,0.49568933,0.06279677,False
HPN,ADAM9,AND,18,0.3196969747543335,0.47596154,0.48844332,0.050974026,0.19213974,0.45402795,lung,pulmonary alveolar type 2 cell,0.45402795,lung,pulmonary alveolar type 2 cell,0.4249875,0.021933585,False
STEAP2,ERBB2,AND,18,0.3151784390211105,0.45756173,0.49634376,0.19535743,0.4,0.4342857,endocrine gland,mesothelial cell,0.4342857,endocrine gland,mesothelial cell,0.2622043,0.023276031,False
CD46,ERBB2,AND,18,0.3025780171155929,0.47089553,0.49574506,0.28559408,0.5549348,0.5897436,eye,adipocyte,0.5897436,eye,adipocyte,0.18530145,-0.118848085,False
TMPRSS2,ERBB2,AND,18,0.2980325624346733,0.4425995,0.48937982,0.1928218,0.4283054,0.53426874,small intestine,paneth cell of epithelium of small intestine,0.53426874,small intestine,paneth cell of epithelium of small intestine,0.2497777,-0.09166923,False
TACSTD2,ERBB2,AND,18,0.2980325624346733,0.4679784,0.48707926,0.3078224,0.5353075,0.6403846,lung,respiratory goblet cell,0.6403846,lung,respiratory goblet cell,0.16015598,-0.17240623,False
EPCAM,ERBB2,AND,18,0.2980146408081054,0.47006172,0.49613386,0.2600407,0.5288641,0.6146789,small intestine,paneth cell of epithelium of small intestine,0.6146789,small intestine,paneth cell of epithelium of small intestine,0.21002102,-0.1446172,False
FOLH1,ADAM9,AND,18,0.2979104459285736,0.53083336,0.5048421,0.062481612,0.34497815,0.61845654,small intestine,paneth cell of epithelium of small intestine,0.61845654,small intestine,paneth cell of epithelium of small intestine,0.46835175,-0.08762318,False
STEAP4,ERBB2,AND,18,0.2824451446533203,0.35292703,0.41069224,0.15165043,0.30523917,0.55673075,lung,respiratory goblet cell,0.55673075,lung,respiratory goblet cell,0.2012766,-0.20380372,False
STEAP1,ERBB2,AND,18,0.2607869863510131,0.4513889,0.46231344,0.18681511,0.3474026,0.46285716,endocrine gland,mesothelial cell,0.46285716,endocrine gland,mesothelial cell,0.26457378,-0.0114682615,False
FOLH1,HPN,AND,18,0.2509371548891068,0.52226543,0.5176592,0.029973553,0.3580786,0.19193418,liver,hepatocyte,0.19193418,liver,hepatocyte,0.49229187,0.33033127,False
ADAM9,ERBB2,AND,18,0.2168245658278465,0.3541667,0.37395856,0.14698038,0.37616387,0.538086,bladder organ,bladder urothelial cell,0.538086,bladder organ,bladder urothelial cell,0.20718631,-0.18391931,False
CDH1,ERBB2,AND,18,0.2111714214086532,0.44938272,0.44625515,0.21256426,0.46182495,0.60064757,small intestine,paneth cell of epithelium of small intestine,0.60064757,small intestine,paneth cell of epithelium of small intestine,0.23681846,-0.15126485,False
FOLH1,ERBB2,AND,18,0.1934475317597389,0.3507241,0.39535442,0.045048703,0.2564935,0.5445224,small intestine,paneth cell of epithelium of small intestine,0.5445224,small intestine,paneth cell of epithelium of small intestine,0.3056754,-0.1937983,False
HPN,ERBB2,AND,18,0.181096076965332,0.35288832,0.36705223,0.045048703,0.11764706,0.33129203,lung,pulmonary alveolar type 2 cell,0.33129203,lung,pulmonary alveolar type 2 cell,0.3078396,0.021596283,False
STEAP2,CD276,AND,18,0.1798951223492622,0.28903538,0.30966556,0.07928963,0.16883117,0.27166668,respiratory system,fibroblast,0.27166668,respiratory system,fibroblast,0.20974575,0.017368704,False
TMPRSS2,CD276,AND,18,0.1789841592311859,0.29225987,0.30772993,0.081622675,0.16014898,0.25056064,lung,pulmonary alveolar type 2 cell,0.25056064,lung,pulmonary alveolar type 2 cell,0.2106372,0.04169923,False
CD276,CD46,AND,18,0.1789841592311859,0.29850507,0.3082683,0.09711206,0.19739293,0.42276424,sensory system,melanocyte,0.42276424,sensory system,melanocyte,0.20139301,-0.124259174,False
TACSTD2,CD276,AND,18,0.1678005576133728,0.30892175,0.30483785,0.100786895,0.18808194,0.31165013,pancreas,pancreatic ductal cell,0.31165013,pancreas,pancreatic ductal cell,0.20813486,-0.0027283728,False
STEAP4,CD276,AND,18,0.1583410933613777,0.26661575,0.2709331,0.058572024,0.116883114,0.2977099,respiratory system,smooth muscle cell,0.2977099,respiratory system,smooth muscle cell,0.20804372,-0.031094164,False
EPCAM,CD276,AND,18,0.1564985811710357,0.30892175,0.30870944,0.0992744,0.19366853,0.31495774,pancreas,pancreatic ductal cell,0.31495774,pancreas,pancreatic ductal cell,0.20964736,-0.0060359836,False
TMPRSS2,NECTIN4,AND,18,0.1549013629555702,0.26078153,0.30876344,0.11212301,0.25512105,0.74736613,bladder organ,bladder urothelial cell,0.74736613,bladder organ,bladder urothelial cell,0.14865851,-0.4865846,False
STEAP2,NECTIN4,AND,18,0.1521628320217132,0.27880773,0.30586654,0.10002738,0.21428572,0.5085349,bladder organ,bladder urothelial cell,0.5085349,bladder organ,bladder urothelial cell,0.17878035,-0.22972718,False
STEAP1,CD276,AND,18,0.1513947457075119,0.29850507,0.29404756,0.072164185,0.1525974,0.26666668,respiratory system,fibroblast,0.26666668,respiratory system,fibroblast,0.22634089,0.031838387,False
CD46,NECTIN4,AND,18,0.1495705127716064,0.2796958,0.30780545,0.16341677,0.33940774,0.82419884,bladder organ,bladder urothelial cell,0.82419884,bladder organ,bladder urothelial cell,0.116279036,-0.54450303,False
EPCAM,NECTIN4,AND,18,0.1479837268590927,0.28166962,0.3059491,0.15712684,0.2956381,0.66036487,bladder organ,bladder urothelial cell,0.66036487,bladder organ,bladder urothelial cell,0.12454277,-0.37869525,False
TACSTD2,NECTIN4,AND,18,0.1433731660246849,0.27078152,0.30277622,0.17536739,0.35763097,0.85216147,eye,corneal epithelial cell,0.85216147,eye,corneal epithelial cell,0.09541413,-0.58137995,False
STEAP4,NECTIN4,AND,18,0.1399143502116203,0.23278074,0.26584145,0.09981777,0.20678514,0.4125,lung,respiratory goblet cell,0.4125,lung,respiratory goblet cell,0.13296297,-0.17971925,False
CDH1,CD276,AND,18,0.131960891187191,0.27282125,0.27653685,0.07153065,0.17504655,0.30944505,pancreas,pancreatic ductal cell,0.30944505,pancreas,pancreatic ductal cell,0.20129061,-0.036623806,False
STEAP1,NECTIN4,AND,18,0.1299385465681553,0.2653846,0.2924132,0.09764867,0.22321428,0.36848867,bladder organ,bladder urothelial cell,0.36848867,bladder organ,bladder urothelial cell,0.16773593,-0.103104055,False
HPN,CD276,AND,18,0.1260057494044303,0.24463421,0.24600305,0.024031155,0.07168459,0.18992582,lung,pulmonary alveolar type 2 cell,0.18992582,lung,pulmonary alveolar type 2 cell,0.22060305,0.05470839,False
CDH1,NECTIN4,AND,18,0.1229126915335655,0.24134102,0.27890232,0.14462012,0.27790433,0.84236926,eye,corneal epithelial cell,0.84236926,eye,corneal epithelial cell,0.096720904,-0.6010282,False
FOLH1,CD276,AND,18,0.1109169982373714,0.2512135,0.24254145,0.020936923,0.12337662,0.2820513,eye,adipocyte,0.2820513,eye,adipocyte,0.23027657,-0.030837804,False
ADAM9,NECTIN4,AND,18,0.1069165602326393,0.2178434,0.24598646,0.10727523,0.23463687,0.747256,bladder organ,bladder urothelial cell,0.747256,bladder organ,bladder urothelial cell,0.110568166,-0.52941257,False
HPN,NECTIN4,AND,18,0.1004070580005645,0.22160494,0.22952949,0.017655695,0.063467495,0.1687942,lung,pulmonary alveolar type 2 cell,0.1687942,lung,pulmonary alveolar type 2 cell,0.20394924,0.052810743,False
CD276,ADAM9,AND,18,0.1001749895513057,0.23617831,0.23998976,0.054692753,0.1396648,0.46415094,sensory system,macrophage,0.46415094,sensory system,macrophage,0.18148556,-0.22797263,False
STEAP2,TMEFF2,AND,18,0.1000000014901161,0.35793325,0.40455127,0.018286549,0.58078605,0.25641027,eye,adipocyte,0.25641027,eye,adipocyte,0.3396467,0.10152298,False
TMEFF2,TMPRSS2,AND,18,0.1000000014901161,0.3555526,0.3983308,0.016943268,0.4585153,0.30769232,eye,adipocyte,0.30769232,eye,adipocyte,0.33860934,0.047860295,False
TMEFF2,CD46,AND,18,0.1000000014901161,0.3522839,0.3850736,0.022473302,0.45414847,0.3846154,eye,adipocyte,0.3846154,eye,adipocyte,0.3298106,-0.032331496,False
FOLH1,NECTIN4,AND,18,0.0973134338855743,0.21741453,0.25043875,0.03265796,0.16558442,0.25641027,eye,adipocyte,0.25641027,eye,adipocyte,0.18475658,-0.038995743,False
TMEFF2,TACSTD2,AND,18,0.0950000017881393,0.33614963,0.3836739,0.019422684,0.37991267,0.2820513,eye,adipocyte,0.2820513,eye,adipocyte,0.31672695,0.054098338,False
TMEFF2,EPCAM,AND,18,0.0912162192165851,0.33973914,0.38242275,0.016317997,0.40174672,0.2820513,eye,adipocyte,0.2820513,eye,adipocyte,0.32342115,0.05768785,False
STEAP1,TMEFF2,AND,18,0.0823333345353603,0.34546274,0.37467661,0.015761297,0.510917,0.2820513,eye,adipocyte,0.2820513,eye,adipocyte,0.32970145,0.063411444,False
NECTIN4,ERBB2,AND,18,0.0808683857321739,0.15123457,0.21536401,0.09569405,0.26879272,0.54542786,bladder organ,bladder urothelial cell,0.54542786,bladder organ,bladder urothelial cell,0.055540517,-0.3941933,False
CD276,ERBB2,AND,18,0.0791451826691627,0.18229064,0.20233871,0.059293613,0.15270019,0.26666668,peripheral nervous system,pericyte,0.26666668,peripheral nervous system,pericyte,0.12299703,-0.08437604,False
TMEFF2,CDH1,AND,18,0.0786036044359207,0.30520135,0.3259788,0.014357051,0.2139738,0.33333334,eye,adipocyte,0.33333334,eye,adipocyte,0.2908443,-0.028131992,False
STEAP4,TMEFF2,AND,18,0.0763333346694707,0.30823767,0.34945357,0.010473788,0.49344978,0.35897437,eye,adipocyte,0.35897437,eye,adipocyte,0.29776388,-0.050736696,False
FOLH1,TMEFF2,AND,18,0.0747567538172006,0.2306363,0.33709645,0.010398099,0.57641923,0.33333334,eye,adipocyte,0.33333334,eye,adipocyte,0.2202382,-0.102697045,False
PSCA,CD46,AND,18,0.0742458939552307,0.15837754,0.25072518,0.1720488,0.38449112,0.89045924,bladder organ,bladder urothelial cell,0.89045924,bladder organ,bladder urothelial cell,-0.013671264,-0.7320817,False
PSCA,TACSTD2,AND,18,0.0742458939552307,0.16031167,0.24500182,0.18872207,0.41195476,0.90015054,bladder organ,bladder urothelial cell,0.90015054,bladder organ,bladder urothelial cell,-0.028410405,-0.73983884,False
PSCA,STEAP1,AND,18,0.0726440601050853,0.16004844,0.22676294,0.102942735,0.24878837,0.3901472,bladder organ,bladder urothelial cell,0.3901472,bladder organ,bladder urothelial cell,0.057105705,-0.23009877,False
PSCA,STEAP2,AND,18,0.0698753386735916,0.16031167,0.25541294,0.11389768,0.23424879,0.5361771,bladder organ,bladder urothelial cell,0.5361771,bladder organ,bladder urothelial cell,0.046413988,-0.37586543,False
PSCA,TMPRSS2,AND,18,0.069686122238636,0.16004844,0.24292141,0.13315839,0.2924071,0.7766969,bladder organ,bladder urothelial cell,0.7766969,bladder organ,bladder urothelial cell,0.026890054,-0.6166485,False
TMEFF2,ADAM9,AND,18,0.0654791139066219,0.24771814,0.29722133,0.010398099,0.3187773,0.35897437,eye,adipocyte,0.35897437,eye,adipocyte,0.23732004,-0.11125623,False
PSCA,EPCAM,AND,18,0.0654791139066219,0.14760716,0.24532802,0.15655649,0.3602585,0.7019566,bladder organ,bladder urothelial cell,0.7019566,bladder organ,bladder urothelial cell,-0.0089493245,-0.5543495,False
PSCA,CDH1,AND,18,0.0593688312917947,0.14400972,0.22300975,0.13072427,0.30371568,0.8948644,bladder organ,bladder urothelial cell,0.8948644,bladder organ,bladder urothelial cell,0.013285458,-0.7508547,False
PSCA,STEAP4,AND,18,0.0589002165943384,0.1321932,0.21190521,0.12273534,0.27948305,0.45673078,lung,respiratory goblet cell,0.45673078,lung,respiratory goblet cell,0.009457856,-0.32453758,False
PSCA,ADAM9,AND,18,0.0507385060191154,0.12136175,0.2047176,0.100700945,0.24232633,0.79295915,bladder organ,bladder urothelial cell,0.79295915,bladder organ,bladder urothelial cell,0.020660803,-0.6715974,False
TMEFF2,ERBB2,AND,18,0.0496025450527668,0.16777357,0.21493028,0.010758293,0.04464286,0.33333334,eye,adipocyte,0.33333334,eye,adipocyte,0.15701528,-0.16555977,False
CD276,NECTIN4,AND,18,0.0400201678276062,0.12794554,0.12459229,0.032278776,0.116071425,0.20512821,eye,adipocyte,0.20512821,eye,adipocyte,0.095666766,-0.077182665,False
TMEFF2,NECTIN4,AND,18,0.0343783769756555,0.11693594,0.1359745,0.0039364193,0.05357143,0.15384616,eye,adipocyte,0.15384616,eye,adipocyte,0.11299952,-0.03691022,False
STEAP2,MME,AND,18,0.0308369304984808,0.29215688,0.30800945,0.17266524,0.46753246,0.33333334,eye,adipocyte,0.33333334,eye,adipocyte,0.11949164,-0.041176468,False
STEAP1,MME,AND,18,0.0308369304984808,0.28125477,0.28572702,0.14755183,0.42857143,0.33333334,eye,adipocyte,0.33333334,eye,adipocyte,0.13370293,-0.052078575,False
TMPRSS2,MME,AND,18,0.0308369304984808,0.29416478,0.30359617,0.14237498,0.45779222,0.8803458,small intestine,enterocyte of epithelium proper of ileum,0.8803458,small intestine,enterocyte of epithelium proper of ileum,0.1517898,-0.58618104,False
TACSTD2,MME,AND,18,0.0301166428253054,0.29215688,0.3020596,0.23652501,0.5,0.45751074,prostate gland,basal cell of prostate epithelium,0.41025642,eye,adipocyte,0.05563186,-0.11809954,False
CD46,MME,AND,18,0.029756498709321,0.2895881,0.3095391,0.22264332,0.54464287,0.76416624,small intestine,paneth cell of epithelium of small intestine,0.76416624,small intestine,paneth cell of epithelium of small intestine,0.06694478,-0.47457814,False
EPCAM,MME,AND,18,0.0287473805248737,0.28382355,0.29892954,0.1874058,0.4732143,0.9790026,small intestine,enterocyte of epithelium proper of ileum,0.9790026,small intestine,enterocyte of epithelium proper of ileum,0.096417755,-0.69517905,False
CDH1,MME,AND,18,0.026946660503745,0.26568627,0.28109667,0.17039376,0.44642857,0.921723,small intestine,enterocyte of epithelium proper of ileum,0.921723,small intestine,enterocyte of epithelium proper of ileum,0.09529251,-0.65603673,False
FOLH1,MME,AND,18,0.0262976825237274,0.2690024,0.2481428,0.044003867,0.32467532,0.8526121,small intestine,enterocyte of epithelium proper of duodenum,0.8526121,small intestine,enterocyte of epithelium proper of duodenum,0.22499853,-0.5836097,False
STEAP1,MUC1,AND,18,0.0251336900517344,0.106362775,0.1427203,0.10382003,0.273021,0.46153846,lung,respiratory goblet cell,0.46153846,lung,respiratory goblet cell,0.0025427416,-0.35517567,False
STEAP2,MUC1,AND,18,0.0251336900517344,0.11118481,0.15647769,0.10774779,0.26879272,0.5307692,lung,respiratory goblet cell,0.5307692,lung,respiratory goblet cell,0.00343702,-0.41958442,False
STEAP4,MUC1,AND,18,0.0251336900517344,0.103722125,0.134348,0.08533943,0.28109854,0.800069,lung,pulmonary alveolar type 2 cell,0.800069,lung,pulmonary alveolar type 2 cell,0.018382698,-0.6963469,False
TMPRSS2,MUC1,AND,18,0.0251336900517344,0.10501198,0.15640591,0.12668057,0.31825525,0.8574262,lung,pulmonary alveolar type 2 cell,0.8574262,lung,pulmonary alveolar type 2 cell,-0.02166859,-0.7524142,False
TACSTD2,MUC1,AND,18,0.0251336900517344,0.11715496,0.15691666,0.19089195,0.46526656,0.8767651,lung,pulmonary alveolar type 1 cell,0.8767651,lung,pulmonary alveolar type 1 cell,-0.07373699,-0.7596101,False
EPCAM,MUC1,AND,18,0.0251336900517344,0.11118481,0.15798771,0.16378076,0.41195476,0.9153873,lung,pulmonary alveolar type 2 cell,0.9153873,lung,pulmonary alveolar type 2 cell,-0.05259595,-0.80420244,False
